loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose
16000,16000,16000,60 months,0.1447,376.21,C,C2,Casino Floor Supervisor,10+ years,MORTGAGE,70000,Verified,Dec-18,Current,n,debt_consolidation
17400,17400,17400,36 months,0.2340,677.19,E,E1,Supervisor,10+ years,RENT,120000,Source Verified,Dec-18,Current,n,debt_consolidation
3500,3500,3500,36 months,0.1447,120.43,C,C2,Medical Office Assistant,2 years,MORTGAGE,41000,Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0881,317.12,A,A5,Field Technician ,10+ years,MORTGAGE,70000,Source Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.0646,183.79,A,A1,,n/a,RENT,102076,Not Verified,Dec-18,Current,n,credit_card
18000,18000,18000,36 months,0.1131,591.95,B,B3,,< 1 year,MORTGAGE,80000,Not Verified,Dec-18,Current,n,credit_card
6025,6025,6025,36 months,0.1797,217.73,D,D1,,n/a,RENT,18528,Not Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,60 months,0.1691,396.87,C,C5,Education Office Coordinator,10+ years,MORTGAGE,110000,Source Verified,Dec-18,Current,n,debt_consolidation
3200,3200,3200,36 months,0.0756,99.63,A,A3,W/h manager,10+ years,OWN,70000,Not Verified,Dec-18,Fully Paid,n,small_business
20000,20000,20000,36 months,0.0881,634.23,A,A5,Water Quality Manager,10+ years,MORTGAGE,82492.8,Source Verified,Dec-18,Current,n,home_improvement
10000,10000,10000,36 months,0.1356,339.65,C,C1,Assembly line,8 years,OWN,50000,Source Verified,Dec-18,Current,n,home_improvement
27600,27600,27600,36 months,0.0881,875.24,A,A5,Vice President,4 years,RENT,145000,Source Verified,Dec-18,Current,n,debt_consolidation
7500,7500,7500,36 months,0.0881,237.84,A,A5,,n/a,MORTGAGE,10836,Not Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,36 months,0.0756,498.15,A,A3,Sr Financial Analyst,3 years,RENT,110000,Verified,Dec-18,Current,n,credit_card
15000,15000,15000,36 months,0.0819,471.37,A,A4,Postal Carrier,4 years,OWN,49992,Source Verified,Dec-18,Current,n,debt_consolidation
16800,16800,16800,60 months,0.1180,372.02,B,B4,"Vice President, Sales",6 years,MORTGAGE,140000,Not Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.0819,251.4,A,A4,medical biller,9 years,RENT,50000,Not Verified,Dec-18,Current,n,credit_card
12000,12000,12000,60 months,0.1033,256.92,B,B1,Business Personal Banker ,2 years,OWN,53600,Not Verified,Dec-18,Fully Paid,n,credit_card
10300,10300,10300,36 months,0.1180,341.13,B,B4,Lpn,1 year,RENT,42000,Source Verified,Dec-18,Current,n,other
8000,8000,8000,36 months,0.1894,293.01,D,D2,Police Corporal,2 years,MORTGAGE,70000,Not Verified,Dec-18,Current,n,home_improvement
9000,9000,9000,36 months,0.2631,364.11,E,E4,Relationship banker ,< 1 year,MORTGAGE,36000,Not Verified,Dec-18,Current,n,debt_consolidation
32325,32325,32325,60 months,0.1033,692.08,B,B1,Pipeemployed (sanitation),10+ years,MORTGAGE,82000,Source Verified,Dec-18,Current,n,debt_consolidation
6800,6800,6800,36 months,0.0819,213.69,A,A4,Owner,10+ years,RENT,68000,Source Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.0756,934.02,A,A3,informatica developer,8 years,MORTGAGE,120000,Source Verified,Dec-18,Current,n,debt_consolidation
14000,14000,14000,60 months,0.0819,285.15,A,A4,Sales Representative,< 1 year,RENT,65000,Not Verified,Dec-18,Late (31-120 days),n,debt_consolidation
16000,16000,16000,36 months,0.0881,507.39,A,A5,Software Engineer,2 years,MORTGAGE,82000,Not Verified,Dec-18,Current,n,debt_consolidation
18600,18600,18600,36 months,0.2340,723.89,E,E1,Sales rep,7 years,RENT,95000,Verified,Dec-18,Current,n,major_purchase
10000,10000,10000,36 months,0.0756,311.34,A,A3,Operations Manager,4 years,RENT,62000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1131,328.86,B,B3,Chauffer ,< 1 year,RENT,45000,Not Verified,Dec-18,Current,n,credit_card
16000,16000,16000,36 months,0.1356,543.43,C,C1,Sales Support Manager,10+ years,RENT,74000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0756,467.01,A,A3,Buse Analyst,10+ years,OWN,75000,Not Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,36 months,0.0819,1099.85,A,A4,,< 1 year,MORTGAGE,160000,Verified,Dec-18,Current,n,home_improvement
14450,14450,14450,60 months,0.1614,352.48,C,C4,Accounting Manager,10+ years,MORTGAGE,38200,Verified,Dec-18,Current,n,credit_card
18000,18000,18000,60 months,0.1502,428.41,C,C3,Accounting Tech,10+ years,MORTGAGE,52571,Not Verified,Dec-18,Current,n,debt_consolidation
24000,24000,24000,36 months,0.1894,879.02,D,D2,Sr.Director Client Delivery,6 years,MORTGAGE,240000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1502,476.01,C,C3,Client Advocate,10+ years,MORTGAGE,60000,Verified,Dec-18,Current,n,debt_consolidation
9500,9500,9500,36 months,0.0702,293.42,A,A2,,< 1 year,MORTGAGE,75000,Not Verified,Dec-18,Current,n,credit_card
10500,10500,10500,36 months,0.0819,329.96,A,A4,Administrative Support Specialist,10+ years,MORTGAGE,55000,Verified,Dec-18,Current,n,credit_card
12800,12800,12800,36 months,0.1356,434.75,C,C1,Senior Advisor,4 years,RENT,80000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1131,437.95,B,B3,Branch manager ,3 years,MORTGAGE,72000,Not Verified,Dec-18,Current,n,debt_consolidation
1500,1500,1500,36 months,0.1691,53.42,C,C5,Handyman,10+ years,RENT,60000,Not Verified,Dec-18,Current,n,other
10000,10000,10000,36 months,0.0756,311.34,A,A3,waitress,1 year,RENT,38000,Not Verified,Dec-18,Current,n,credit_card
30000,30000,30000,36 months,0.0756,934.02,A,A3,President,6 years,MORTGAGE,400000,Source Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,60 months,0.1691,396.87,C,C5,PRODUCTION TECH,10+ years,MORTGAGE,78000,Not Verified,Dec-18,Current,n,credit_card
16000,16000,16000,36 months,0.2437,630.84,E,E2,Eligibility Worker II,10+ years,RENT,52000,Source Verified,Dec-18,Current,n,debt_consolidation
3300,3300,3275,36 months,0.0646,101.09,A,A1,Program Specialist,2 years,RENT,38220,Not Verified,Dec-18,Current,n,credit_card
15000,15000,15000,36 months,0.0646,459.47,A,A1,Pharm Ops & Elig Analyst,10+ years,OWN,75000,Not Verified,Dec-18,Current,n,debt_consolidation
23800,23800,23800,60 months,0.1447,559.61,C,C2,Serology Supervisor,10+ years,RENT,140000,Source Verified,Dec-18,Current,n,credit_card
32000,32000,32000,60 months,0.1992,846.39,D,D3,Truck driver,2 years,RENT,135000,Verified,Dec-18,Current,n,other
20000,20000,20000,36 months,0.0819,628.49,A,A4,Territory Manager ,1 year,MORTGAGE,100000,Source Verified,Dec-18,Current,n,credit_card
13500,13500,13500,60 months,0.1356,311.06,C,C1,House Supervisor - RN,< 1 year,MORTGAGE,75000,Not Verified,Dec-18,Current,n,debt_consolidation
3500,3500,3500,36 months,0.1131,115.11,B,B3,"Content Manager, IT Professional",10+ years,MORTGAGE,90948,Source Verified,Dec-18,Current,n,other
16000,16000,16000,36 months,0.1356,543.43,C,C1,Manager/Analytics,1 year,MORTGAGE,125000,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0646,153.16,A,A1,MET Supervisor,8 years,MORTGAGE,45000,Source Verified,Dec-18,Current,n,other
32000,32000,32000,36 months,0.0756,996.29,A,A3,Vice President Sales ,3 years,MORTGAGE,144600,Not Verified,Dec-18,Current,n,debt_consolidation
21000,21000,21000,60 months,0.1033,449.61,B,B1,AGE Instructor,8 years,MORTGAGE,71000,Not Verified,Dec-18,Current,n,debt_consolidation
6025,6025,6025,36 months,0.1502,208.92,C,C3,supervisor,10+ years,MORTGAGE,77000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1992,371.23,D,D3,mental health worker,6 years,RENT,36000,Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0756,311.34,A,A3,Health aide,9 years,RENT,40000,Verified,Dec-18,Current,n,debt_consolidation
1600,1600,1600,36 months,0.0702,49.42,A,A2,Sales Manager,9 years,MORTGAGE,52400,Source Verified,Dec-18,Fully Paid,n,home_improvement
16500,16500,16500,36 months,0.0702,509.63,A,A2,,n/a,MORTGAGE,65300,Not Verified,Dec-18,Current,n,other
14000,14000,14000,36 months,0.1180,463.67,B,B4,Professor ,2 years,MORTGAGE,160000,Not Verified,Dec-18,Current,n,other
2000,2000,2000,36 months,0.1356,67.93,C,C1,Senior Client Services Manager,2 years,RENT,69800,Verified,Dec-18,Current,n,vacation
6000,6000,6000,36 months,0.0702,185.32,A,A2,Regulatory Tecnician,3 years,OWN,29129,Source Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,60 months,0.1894,414.53,D,D2,hr office manager,10+ years,RENT,72000,Source Verified,Dec-18,Current,n,debt_consolidation
40000,40000,40000,36 months,0.1447,1376.26,C,C2,General Manager,10+ years,RENT,78000,Source Verified,Dec-18,Current,n,credit_card
11000,11000,11000,60 months,0.1356,253.45,C,C1,Sales,10+ years,MORTGAGE,95000,Not Verified,Dec-18,Current,n,debt_consolidation
18000,18000,18000,60 months,0.1033,385.38,B,B1,Analyst,10+ years,MORTGAGE,98000,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1356,169.83,C,C1,Analyst,10+ years,RENT,100000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0756,622.68,A,A3,,< 1 year,RENT,100000,Not Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,60 months,0.1180,775.03,B,B4,Table Game Shift Manager ,10+ years,MORTGAGE,125000,Source Verified,Dec-18,Current,n,debt_consolidation
28000,28000,28000,36 months,0.0819,879.88,A,A4,,< 1 year,MORTGAGE,225000,Source Verified,Dec-18,Current,n,home_improvement
10000,10000,10000,36 months,0.0881,317.12,A,A5,Phone Banker 2,3 years,RENT,33734,Source Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1447,172.04,C,C2,,n/a,RENT,30793,Not Verified,Dec-18,Current,n,credit_card
10000,10000,9750,36 months,0.1072,326.07,B,B2,Director,3 years,MORTGAGE,104000,Not Verified,Dec-18,Current,n,credit_card
40000,40000,40000,60 months,0.0819,814.7,A,A4,Director,9 years,MORTGAGE,165000,Not Verified,Dec-18,Current,n,major_purchase
5000,5000,5000,36 months,0.1992,185.62,D,D3,Maintenance,3 years,MORTGAGE,102000,Not Verified,Dec-18,Current,n,home_improvement
10000,10000,10000,36 months,0.0819,314.25,A,A4,Teacher,10+ years,OWN,46000,Verified,Dec-18,Current,n,debt_consolidation
40000,40000,40000,36 months,0.1033,1296.9,B,B1,Maintenance ,3 years,MORTGAGE,126000,Source Verified,Dec-18,Current,n,credit_card
9800,9800,9775,36 months,0.1502,339.82,C,C3,Bus Operator,3 years,RENT,97000,Not Verified,Dec-18,Current,n,debt_consolidation
16000,16000,15975,36 months,0.0819,502.79,A,A4,office manager,10+ years,MORTGAGE,65000,Not Verified,Dec-18,Current,n,credit_card
12000,12000,11975,60 months,0.1797,304.53,D,D1,Team lead,3 years,RENT,27000,Not Verified,Dec-18,Current,n,credit_card
16000,16000,16000,60 months,0.2235,445.1,D,D5,Analytics Professional,2 years,MORTGAGE,112000,Not Verified,Dec-18,Current,n,debt_consolidation
7200,7200,7200,36 months,0.0881,228.33,A,A5,Maintenance ,1 year,RENT,45000,Not Verified,Dec-18,Current,n,debt_consolidation
4000,4000,4000,36 months,0.1614,140.91,C,C4,Cashier,2 years,MORTGAGE,16000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,9725,36 months,0.1072,326.07,B,B2,,n/a,OWN,45000,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1072,163.04,B,B2,,n/a,MORTGAGE,120000,Not Verified,Dec-18,Current,n,home_improvement
25000,25000,24950,60 months,0.2437,724.58,E,E2,Program manager,9 years,MORTGAGE,55000,Not Verified,Dec-18,Current,n,debt_consolidation
4000,4000,3725,36 months,0.1298,134.74,B,B5,nurse,5 years,OWN,36000,Not Verified,Dec-18,Current,n,other
28800,28800,28800,60 months,0.1992,761.75,D,D3,Package Service Provider,10+ years,MORTGAGE,149000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.0819,203.68,A,A4,Technician,< 1 year,MORTGAGE,35000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.1614,352.27,C,C4,Attorney ,8 years,MORTGAGE,70000,Not Verified,Dec-18,Current,n,debt_consolidation
13875,13875,13875,36 months,0.1180,459.53,B,B4,,< 1 year,MORTGAGE,300000,Not Verified,Dec-18,Current,n,small_business
20000,20000,19975,36 months,0.1691,712.16,C,C5,Senior Operations Analyst ,10+ years,MORTGAGE,88000,Source Verified,Dec-18,Fully Paid,n,house
11000,11000,11000,36 months,0.1614,387.49,C,C4,Apprentice Electrician ,1 year,RENT,36000,Not Verified,Dec-18,Current,n,credit_card
8000,8000,8000,36 months,0.1298,269.48,B,B5,Trainer-server,10+ years,RENT,32000,Not Verified,Dec-18,Current,n,debt_consolidation
26000,26000,26000,36 months,0.0819,817.03,A,A4,Sales Enablement Manager,< 1 year,MORTGAGE,140000,Verified,Dec-18,Current,n,credit_card
30000,30000,30000,60 months,0.2235,834.55,D,D5,Regulator,3 years,MORTGAGE,162000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1502,238.01,C,C3,Manager ,3 years,RENT,70000,Not Verified,Dec-18,Current,n,vacation
4000,4000,4000,36 months,0.1072,130.43,B,B2,Financial Associate,3 years,RENT,80000,Not Verified,Dec-18,Current,n,credit_card
7000,7000,7000,36 months,0.0819,219.97,A,A4,Teacher,9 years,OWN,65000,Not Verified,Dec-18,Current,n,debt_consolidation
12800,12800,12775,36 months,0.0702,395.35,A,A2,Medical Laboratory Professional,10+ years,MORTGAGE,62000,Not Verified,Dec-18,Current,n,credit_card
6000,6000,6000,36 months,0.1614,211.36,C,C4,Laborer,< 1 year,MORTGAGE,100000,Source Verified,Dec-18,Current,n,home_improvement
28000,28000,28000,60 months,0.1356,645.15,C,C1,Police Officer,10+ years,MORTGAGE,130714,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0646,306.31,A,A1,Compliance Manager,1 year,MORTGAGE,65000,Not Verified,Dec-18,Current,n,debt_consolidation
9000,9000,9000,36 months,0.1614,317.04,C,C4,Foreman,10+ years,MORTGAGE,80600,Not Verified,Dec-18,Current,n,credit_card
12000,12000,12000,36 months,0.1131,394.63,B,B3,,< 1 year,RENT,35000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0881,317.12,A,A5,Special Education Teacher,5 years,MORTGAGE,110000,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1502,173.38,C,C3,Military Officer,6 years,RENT,95000,Source Verified,Dec-18,Fully Paid,n,other
1500,1500,1500,36 months,0.0819,47.14,A,A4,Associate Director Admissions,10+ years,RENT,48000,Not Verified,Dec-18,Current,n,home_improvement
3300,3300,3300,36 months,0.1298,111.16,B,B5,Prestige Sales Manager,2 years,RENT,38400,Not Verified,Dec-18,Current,n,credit_card
35525,35525,35525,60 months,0.1180,786.65,B,B4,Millwright ,9 years,MORTGAGE,102000,Source Verified,Dec-18,Current,n,credit_card
35000,35000,35000,36 months,0.0646,1072.08,A,A1,VP Systems Integration,5 years,MORTGAGE,65000,Not Verified,Dec-18,Current,n,credit_card
7000,7000,7000,36 months,0.1298,235.8,B,B5,Customer Support Supervisor,6 years,RENT,68690,Verified,Dec-18,Current,n,credit_card
20000,20000,19975,60 months,0.1180,442.88,B,B4,Paralegal,10+ years,RENT,77000,Not Verified,Dec-18,Current,n,credit_card
21000,21000,21000,60 months,0.1691,520.89,C,C5,Quality control,10+ years,MORTGAGE,66000,Verified,Dec-18,Current,n,debt_consolidation
24000,24000,23725,36 months,0.1033,778.14,B,B1,Manager,2 years,RENT,252000,Not Verified,Dec-18,Current,n,credit_card
40000,40000,39975,60 months,0.1298,909.72,B,B5,Management,3 years,MORTGAGE,112000,Not Verified,Dec-18,Current,n,debt_consolidation
33350,33350,33325,60 months,0.1691,827.23,C,C5,BGCO Coordinator,10+ years,MORTGAGE,60000,Source Verified,Dec-18,Current,n,home_improvement
10000,10000,9975,36 months,0.0881,317.12,A,A5,Deputy sheriff officer,7 years,MORTGAGE,75000,Not Verified,Dec-18,Current,n,debt_consolidation
4000,4000,3975,36 months,0.1502,138.71,C,C3,,< 1 year,RENT,55000,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
16000,16000,16000,36 months,0.1131,526.18,B,B3,CSE II,10+ years,MORTGAGE,85000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1180,331.19,B,B4,asistent manager,4 years,RENT,45000,Not Verified,Dec-18,Current,n,debt_consolidation
4400,4400,4400,36 months,0.0756,136.99,A,A3,Supervisor 1,5 years,RENT,47000,Not Verified,Dec-18,Current,n,credit_card
40000,40000,40000,36 months,0.0756,1245.36,A,A3,Warehouse Manager,10+ years,RENT,160000,Not Verified,Dec-18,Current,n,credit_card
1800,1800,1800,36 months,0.0881,57.09,A,A5,Service Concierge,< 1 year,RENT,28600,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,14975,60 months,0.1797,380.66,D,D1,Quality Inspector,< 1 year,RENT,44000,Source Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1356,169.83,C,C1,,n/a,RENT,73000,Not Verified,Dec-18,Current,n,house
15000,15000,15000,36 months,0.0702,463.3,A,A2,,< 1 year,RENT,125000,Not Verified,Dec-18,Current,n,other
20000,20000,20000,60 months,0.0819,407.35,A,A4,store manager ,10+ years,MORTGAGE,72000,Source Verified,Dec-18,Current,n,debt_consolidation
4150,4150,4150,36 months,0.1298,139.79,B,B5,Case manager ,1 year,RENT,41500,Not Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,36 months,0.0881,792.79,A,A5,Senior System Analyst,7 years,MORTGAGE,110000,Source Verified,Dec-18,Current,n,debt_consolidation
13500,13500,13500,36 months,0.1033,437.71,B,B1,HR Manager,7 years,MORTGAGE,64000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,9975,36 months,0.1447,344.07,C,C2,Material handler 1,1 year,RENT,25000,Not Verified,Dec-18,Current,n,credit_card
6000,6000,5725,36 months,0.1131,197.32,B,B3,Lpn,6 years,OWN,39000,Not Verified,Dec-18,Current,n,other
15000,15000,15000,36 months,0.1894,549.39,D,D2,Sales associate,8 years,RENT,40000,Not Verified,Dec-18,Current,n,credit_card
30000,30000,30000,60 months,0.1033,642.3,B,B1,Assistant Teaching Professor,6 years,MORTGAGE,60000,Not Verified,Dec-18,Current,n,home_improvement
12000,12000,11975,36 months,0.0702,370.64,A,A2,Registered Nurse Supervisor,10+ years,MORTGAGE,94000,Not Verified,Dec-18,Current,n,credit_card
3600,3600,3575,36 months,0.0881,114.17,A,A5,General Accountant,8 years,RENT,65000,Source Verified,Dec-18,Current,n,debt_consolidation
12000,12000,11975,36 months,0.0819,377.09,A,A4,Diagnostic Medical Sonographer,10+ years,MORTGAGE,73000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1614,528.4,C,C4,Solution specialist ,3 years,RENT,84000,Source Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.1033,259.38,B,B1,Sales,7 years,MORTGAGE,52000,Not Verified,Dec-18,Current,n,home_improvement
15000,15000,14975,36 months,0.0702,463.3,A,A2,Finance/Supply Chief,10+ years,MORTGAGE,90000,Source Verified,Dec-18,Current,n,debt_consolidation
32000,32000,32000,60 months,0.1356,737.31,C,C1,Human Resources Manager,2 years,OWN,76500,Source Verified,Dec-18,Current,n,debt_consolidation
37000,37000,37000,36 months,0.0881,1173.33,A,A5,Designer,10+ years,MORTGAGE,85000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,60 months,0.1180,442.88,B,B4,Accounts Receivable,6 years,OWN,97000,Not Verified,Dec-18,Current,n,debt_consolidation
39000,39000,38975,60 months,0.0819,794.34,A,A4,Special Agent,6 years,MORTGAGE,150000,Source Verified,Dec-18,Current,n,debt_consolidation
18500,18500,18500,36 months,0.1894,677.58,D,D2,Clinical Monitoring Associate ,4 years,MORTGAGE,94086,Not Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1447,587.82,C,C2,IT Director,10+ years,OWN,216000,Source Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1298,568.58,B,B5,,n/a,OWN,128000,Not Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.0819,377.09,A,A4,,n/a,RENT,40000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1180,332.16,B,B4,vice president of operations,10+ years,MORTGAGE,155000,Not Verified,Dec-18,Current,n,debt_consolidation
40000,40000,40000,36 months,0.0702,1235.45,A,A2,Section Chief ,9 years,MORTGAGE,104000,Source Verified,Dec-18,Current,n,credit_card
8800,8800,8800,36 months,0.1131,289.4,B,B3,,n/a,MORTGAGE,51000,Not Verified,Dec-18,Current,n,credit_card
12800,12800,12800,60 months,0.1691,317.5,C,C5,,n/a,RENT,37500,Not Verified,Dec-18,Current,n,car
6550,6550,6550,36 months,0.1298,220.64,B,B5,storeroom clerk,10+ years,OWN,37000,Source Verified,Dec-18,Current,n,house
18000,18000,18000,36 months,0.0819,565.64,A,A4,Police Officer,10+ years,MORTGAGE,91000,Not Verified,Dec-18,Current,n,debt_consolidation
9350,9350,9350,36 months,0.1356,317.57,C,C1,Educational Specialist,< 1 year,RENT,52000,Not Verified,Dec-18,Current,n,debt_consolidation
5500,5500,5500,36 months,0.1691,195.85,C,C5,Inspector,10+ years,OWN,86000,Source Verified,Dec-18,Current,n,debt_consolidation
21500,21500,21500,36 months,0.0756,669.38,A,A3,,< 1 year,RENT,89000,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
5000,5000,4975,36 months,0.0756,155.67,A,A3,,< 1 year,RENT,60000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,19975,60 months,0.1894,518.16,D,D2,Medical Esthitician ,1 year,RENT,40000,Not Verified,Dec-18,Current,n,debt_consolidation
2000,2000,1975,36 months,0.0756,62.27,A,A3,Internal Auditor,3 years,RENT,88000,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
22000,22000,22000,36 months,0.0819,691.33,A,A4,Security Officer,5 years,RENT,72000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1614,352.27,C,C4,Quality Control Inspector,< 1 year,RENT,36400,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,29975,60 months,0.1180,664.31,B,B4,Project Manager,8 years,RENT,91768,Not Verified,Dec-18,Current,n,credit_card
15000,15000,14975,60 months,0.1298,341.15,B,B5,Licensed vocational nurse ,4 years,RENT,56000,Not Verified,Dec-18,Current,n,credit_card
18000,18000,17725,36 months,0.1180,596.14,B,B4,Enterprise Technology Manager,10+ years,MORTGAGE,163000,Not Verified,Dec-18,Current,n,credit_card
25550,25550,25525,60 months,0.1180,565.77,B,B4,Loan Processor IV,9 years,MORTGAGE,255000,Source Verified,Dec-18,Current,n,credit_card
30000,30000,29975,60 months,0.2534,886.53,E,E3,Housekeeper ,10+ years,RENT,44654.23,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,29975,60 months,0.0819,611.03,A,A4,Engineer,1 year,RENT,115000,Source Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,60 months,0.1298,363.89,B,B5,Senior Project Scientist,10+ years,RENT,100000,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,29975,60 months,0.1614,731.78,C,C4,Supervisor ,10+ years,RENT,40000,Not Verified,Dec-18,Current,n,credit_card
12000,12000,11750,36 months,0.1180,397.43,B,B4,Plumber,1 year,RENT,110000,Not Verified,Dec-18,Current,n,credit_card
7500,7500,7500,36 months,0.1298,252.64,B,B5,Program  Director,2 years,RENT,85000,Not Verified,Dec-18,Current,n,other
5000,5000,4975,36 months,0.1356,169.83,C,C1,Houssekeping ,3 years,RENT,21000,Source Verified,Dec-18,Current,n,credit_card
7200,7200,7200,36 months,0.0756,224.17,A,A3,Engineer,10+ years,MORTGAGE,80000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.1356,339.65,C,C1,Instructional Coach,10+ years,RENT,67000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0756,467.01,A,A3,Lead Client Success Manager,1 year,MORTGAGE,80000,Not Verified,Dec-18,Current,n,debt_consolidation
28000,28000,28000,36 months,0.0702,864.82,A,A2,Pet stylist ,10+ years,RENT,180000,Not Verified,Dec-18,Current,n,credit_card
5000,5000,5000,36 months,0.0646,153.16,A,A1,,10+ years,RENT,32500,Not Verified,Dec-18,Current,n,debt_consolidation
7500,7500,7500,36 months,0.1502,260.07,C,C3,Account Representative,10+ years,RENT,55000,Source Verified,Dec-18,Current,n,other
6400,6400,6400,36 months,0.1072,208.69,B,B2,Safety Investigator ,5 years,MORTGAGE,108500,Source Verified,Dec-18,Current,n,major_purchase
5500,5500,5500,36 months,0.0881,174.42,A,A5,Manager,10+ years,RENT,87600,Not Verified,Dec-18,Current,n,medical
8400,8400,8400,36 months,0.0881,266.38,A,A5,HR Operations Analyst,1 year,RENT,80000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,60 months,0.1691,248.05,C,C5,Care Giver,1 year,RENT,75000,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
24000,24000,24000,60 months,0.1033,513.84,B,B1,SENIOR GRID INTEGRATION ENGINEER,5 years,RENT,100000,Source Verified,Dec-18,Current,n,credit_card
6000,6000,5725,36 months,0.1298,202.11,B,B5,Junior Policy Advisor/Urban Fellow,< 1 year,RENT,40800,Not Verified,Dec-18,Current,n,debt_consolidation
23000,23000,22975,36 months,0.1447,791.35,C,C2,Account Receivable II,10+ years,RENT,63856,Source Verified,Dec-18,Current,n,credit_card
6000,6000,6000,36 months,0.2089,225.72,D,D4,Shipping & Receiving Supervisor ,10+ years,RENT,50000,Not Verified,Dec-18,Current,n,debt_consolidation
19000,19000,19000,60 months,0.1180,420.73,B,B4,Warehouse Manager,10+ years,RENT,56000,Not Verified,Dec-18,Current,n,other
14000,14000,14000,36 months,0.0819,439.94,A,A4,Driver,1 year,RENT,36000,Not Verified,Dec-18,Late (31-120 days),n,debt_consolidation
10000,10000,9975,36 months,0.0702,308.87,A,A2,Project Manager,3 years,MORTGAGE,90000,Not Verified,Dec-18,Current,n,debt_consolidation
6500,6500,6500,36 months,0.1356,220.77,C,C1,driver,2 years,MORTGAGE,86000,Not Verified,Dec-18,Current,n,debt_consolidation
3600,3600,3325,36 months,0.1131,118.39,B,B3,Staff 2,1 year,RENT,66080,Not Verified,Dec-18,Current,n,debt_consolidation
24000,24000,24000,36 months,0.0881,761.08,A,A5,Airplane Mechanic,3 years,RENT,50000,Not Verified,Dec-18,Current,n,debt_consolidation
